0:45,8:1,23:1,1:13,30:1,48:1,56:1,57:1,63:1,2:0,3:1408,103:1,188:1,1
0:30,12:1,15:1,1:10,34:1,44:1,56:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:22,6:1,15:1,1:10,34:1,50:1,52:1,61:1,63:1,2:0,3:0,78:1,188:1,1
0:48,8:1,25:1,1:7,35:1,49:1,53:1,57:1,63:1,2:0,3:0,103:1,197:1,1
0:21,8:1,15:1,1:10,35:1,49:1,56:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:19,8:1,17:1,1:9,31:1,44:1,51:1,57:1,62:1,2:0,3:0,88:1,188:1,1
0:31,8:1,15:1,1:10,34:1,37:1,52:1,57:1,63:1,2:0,3:0,101:1,171:1,0
0:48,10:1,13:1,1:12,34:1,43:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:31,8:1,26:1,1:5,34:1,49:1,52:1,57:1,63:1,2:0,3:0,106:1,188:1,1
0:53,10:1,23:1,1:13,34:1,43:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:24,8:1,23:1,1:13,34:1,45:1,52:1,57:1,63:1,2:0,3:0,113:1,188:1,1
0:49,8:1,17:1,1:9,32:1,44:1,53:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:25,8:1,17:1,1:9,35:1,40:1,54:1,57:1,63:1,2:0,3:0,98:1,188:1,1
0:57,12:1,23:1,1:13,34:1,43:1,52:1,61:1,63:1,2:0,3:0,103:1,188:1,0
0:53,8:1,17:1,1:9,34:1,49:1,52:1,57:1,63:1,2:0,3:0,101:1,188:1,1
0:44,8:1,18:1,1:14,30:1,48:1,53:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:41,6:1,21:1,1:11,34:1,41:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:29,8:1,21:1,1:11,35:1,43:1,54:1,57:1,63:1,2:0,3:0,106:1,188:1,1
0:25,8:1,15:1,1:10,34:1,48:1,51:1,59:1,62:1,2:0,3:0,103:1,188:1,1
0:18,8:1,17:1,1:9,35:1,50:1,56:1,57:1,62:1,2:0,3:0,93:1,171:1,1
0:47,8:1,16:1,1:15,34:1,43:1,51:1,57:1,62:1,2:0,3:1902,123:1,196:1,0
0:50,12:1,23:1,1:13,30:1,48:1,54:1,57:1,63:1,2:0,3:0,118:1,188:1,0
0:47,5:1,17:1,1:9,30:1,48:1,54:1,57:1,63:1,2:0,3:0,123:1,188:1,1
0:43,8:1,15:1,1:10,34:1,45:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,0
0:46,8:1,20:1,1:3,34:1,49:1,52:1,57:1,63:1,2:0,3:0,103:1,174:1,1
0:35,8:1,21:1,1:11,34:1,50:1,52:1,57:1,63:1,2:0,3:0,103:1,197:1,1
0:41,8:1,17:1,1:9,34:1,44:1,52:1,57:1,63:1,2:0,3:0,111:1,188:1,1
0:30,8:1,17:1,1:9,34:1,49:1,52:1,57:1,63:1,2:5013,3:0,103:1,188:1,1
0:30,8:1,23:1,1:13,34:1,37:1,52:1,57:1,63:1,2:2407,3:0,103:1,188:1,1
0:32,7:1,28:1,1:4,33:1,39:1,54:1,57:1,63:1,2:0,3:0,103:1,171:1,1
0:48,8:1,17:1,1:9,34:1,38:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:42,8:1,24:1,1:16,34:1,43:1,52:1,57:1,63:1,2:0,3:0,108:1,188:1,0
0:29,8:1,15:1,1:10,30:1,45:1,54:1,57:1,63:1,2:0,3:0,121:1,188:1,1
0:36,8:1,17:1,1:9,34:1,41:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:28,8:1,15:1,1:10,30:1,44:1,54:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:53,8:1,17:1,1:9,34:1,44:1,51:1,57:1,62:1,2:0,3:0,103:1,188:1,0
0:49,5:1,15:1,1:10,34:1,48:1,52:1,57:1,63:1,2:0,3:0,113:1,188:1,0
0:25,7:1,15:1,1:10,35:1,39:1,56:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:19,8:1,15:1,1:10,35:1,43:1,56:1,57:1,63:1,2:0,3:0,95:1,188:1,1
0:31,8:1,23:1,1:13,32:1,37:1,56:1,61:1,62:1,2:0,3:0,103:1,188:1,1
0:29,10:1,23:1,1:13,34:1,37:1,52:1,57:1,63:1,2:0,3:0,133:1,188:1,0
0:23,8:1,15:1,1:10,35:1,49:1,54:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:79,8:1,15:1,1:10,34:1,43:1,55:1,57:1,63:1,2:0,3:0,83:1,188:1,1
0:27,8:1,17:1,1:9,35:1,50:1,56:1,57:1,63:1,2:0,3:0,103:1,174:1,1
0:40,8:1,13:1,1:12,34:1,44:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:67,7:1,14:1,1:6,34:1,39:1,52:1,57:1,63:1,2:0,3:0,65:1,188:1,1
0:18,8:1,25:1,1:7,35:1,50:1,56:1,57:1,62:1,2:0,3:0,85:1,188:1,1
0:31,9:1,28:1,1:4,34:1,47:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:18,8:1,17:1,1:9,35:1,37:1,54:1,57:1,63:1,2:0,3:0,93:1,188:1,1
0:52,8:1,23:1,1:13,34:1,50:1,52:1,57:1,63:1,2:0,3:0,103:1,187:1,1
0:46,8:1,17:1,1:9,34:1,50:1,51:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:59,8:1,17:1,1:9,34:1,37:1,52:1,57:1,63:1,2:0,3:0,111:1,188:1,1
0:44,8:1,17:1,1:9,30:1,41:1,54:1,57:1,62:1,2:14344,3:0,103:1,188:1,0
0:53,8:1,17:1,1:9,30:1,37:1,56:1,57:1,62:1,2:0,3:0,98:1,188:1,1
0:49,9:1,17:1,1:9,34:1,36:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,0
0:33,8:1,18:1,1:14,34:1,43:1,52:1,57:1,63:1,2:0,3:0,113:1,188:1,1
0:30,8:1,26:1,1:5,35:1,37:1,54:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:43,12:1,24:1,1:16,35:1,43:1,54:1,57:1,62:1,2:0,3:0,113:1,188:1,0
0:57,8:1,21:1,1:11,34:1,43:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:37,8:1,15:1,1:10,30:1,41:1,53:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:28,8:1,15:1,1:10,30:1,49:1,53:1,61:1,62:1,2:0,3:0,88:1,188:1,1
0:30,8:1,17:1,1:9,34:1,37:1,51:1,60:1,62:1,2:0,3:1573,98:1,171:1,1
0:34,9:1,23:1,1:13,34:1,36:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,0
0:29,9:1,15:1,1:10,35:1,40:1,54:1,57:1,63:1,2:0,3:0,113:1,188:1,1
0:48,10:1,24:1,1:16,34:1,43:1,52:1,57:1,63:1,2:0,3:1902,123:1,188:1,0
0:37,8:1,15:1,1:10,34:1,37:1,52:1,57:1,63:1,2:0,3:0,111:1,188:1,0
0:48,8:1,13:1,1:12,30:1,48:1,53:1,57:1,62:1,2:0,3:0,103:1,193:1,1
0:32,12:1,17:1,1:9,35:1,50:1,56:1,61:1,63:1,2:0,3:0,103:1,188:1,1
0:76,8:1,18:1,1:14,34:1,48:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,0
0:44,8:1,23:1,1:13,34:1,48:1,52:1,57:1,63:1,2:15024,3:0,123:1,188:1,0
0:47,10:1,18:1,1:14,35:1,43:1,54:1,57:1,62:1,2:0,3:0,113:1,188:1,1
0:20,8:1,15:1,1:10,35:1,45:1,56:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:29,8:1,17:1,1:9,35:1,41:1,54:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:32,5:1,17:1,1:9,34:1,41:1,52:1,57:1,63:1,2:7688,3:0,103:1,188:1,0
0:17,7:1,14:1,1:6,35:1,39:1,56:1,57:1,62:1,2:34095,3:0,95:1,188:1,1
0:30,8:1,25:1,1:7,35:1,40:1,56:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:31,9:1,17:1,1:9,35:1,44:1,54:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:42,8:1,17:1,1:9,34:1,40:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:24,8:1,23:1,1:13,35:1,37:1,55:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:38,8:1,16:1,1:15,34:1,43:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,0
0:56,10:1,17:1,1:9,34:1,50:1,52:1,57:1,63:1,2:0,3:1887,113:1,199:1,0
0:28,8:1,15:1,1:10,34:1,37:1,51:1,57:1,62:1,2:4064,3:0,88:1,188:1,1
0:36,8:1,17:1,1:9,35:1,49:1,56:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:53,8:1,26:1,1:5,34:1,40:1,52:1,57:1,63:1,2:0,3:0,113:1,188:1,1
0:56,5:1,15:1,1:10,34:1,37:1,52:1,57:1,63:1,2:0,3:0,113:1,188:1,1
0:49,9:1,21:1,1:11,34:1,41:1,52:1,61:1,63:1,2:0,3:0,103:1,188:1,0
0:55,8:1,15:1,1:10,34:1,37:1,52:1,57:1,63:1,2:0,3:0,119:1,188:1,1
0:22,8:1,17:1,1:9,35:1,41:1,54:1,57:1,63:1,2:0,3:0,104:1,188:1,1
0:21,8:1,15:1,1:10,35:1,50:1,56:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:40,8:1,23:1,1:13,34:1,48:1,52:1,57:1,63:1,2:0,3:0,123:1,188:1,1
0:30,8:1,23:1,1:13,35:1,48:1,56:1,61:1,63:1,2:0,3:0,103:1,190:1,1
0:29,6:1,23:1,1:13,34:1,43:1,52:1,57:1,63:1,2:0,3:0,113:1,188:1,0
0:19,8:1,15:1,1:10,35:1,50:1,56:1,61:1,63:1,2:0,3:0,98:1,188:1,1
0:47,8:1,23:1,1:13,34:1,48:1,51:1,57:1,62:1,2:0,3:0,103:1,188:1,0
0:20,8:1,15:1,1:10,35:1,44:1,56:1,57:1,62:1,2:0,3:1719,91:1,188:1,1
0:31,8:1,13:1,1:12,34:1,44:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,0
0:35,7:1,17:1,1:9,34:1,39:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:39,8:1,15:1,1:10,30:1,41:1,54:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:28,8:1,13:1,1:12,35:1,37:1,54:1,57:1,62:1,2:0,3:0,123:1,188:1,1
0:24,8:1,17:1,1:9,35:1,50:1,54:1,57:1,62:1,2:0,3:1762,103:1,188:1,1
0:38,10:1,17:1,1:9,34:1,41:1,52:1,57:1,63:1,2:4386,3:0,98:1,188:1,1
0:37,8:1,23:1,1:13,34:1,37:1,52:1,57:1,63:1,2:0,3:0,113:1,188:1,1
0:46,8:1,13:1,1:12,30:1,45:1,54:1,61:1,62:1,2:0,3:0,99:1,188:1,1
0:38,12:1,18:1,1:14,34:1,43:1,52:1,57:1,63:1,2:0,3:0,103:1,164:1,0
0:43,10:1,17:1,1:9,34:1,41:1,52:1,57:1,63:1,2:0,3:0,123:1,188:1,1
0:27,8:1,21:1,1:11,34:1,44:1,51:1,57:1,62:1,2:0,3:0,98:1,188:1,1
0:20,8:1,15:1,1:10,35:1,37:1,56:1,57:1,63:1,2:0,3:0,83:1,188:1,1
0:49,8:1,15:1,1:10,34:1,41:1,52:1,60:1,63:1,2:0,3:0,103:1,188:1,0
0:61,5:1,17:1,1:9,34:1,41:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:27,8:1,15:1,1:10,35:1,37:1,56:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:19,8:1,15:1,1:10,35:1,50:1,56:1,57:1,63:1,2:0,3:0,93:1,174:1,1
0:45,8:1,21:1,1:11,35:1,43:1,54:1,57:1,62:1,2:0,3:1564,103:1,188:1,0
0:70,8:1,15:1,1:10,35:1,45:1,55:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:31,8:1,17:1,1:9,35:1,38:1,53:1,61:1,62:1,2:0,3:0,93:1,188:1,1
0:22,8:1,15:1,1:10,34:1,50:1,52:1,57:1,63:1,2:0,3:0,87:1,188:1,1
0:36,8:1,17:1,1:9,29:1,50:1,53:1,57:1,62:1,2:0,3:0,87:1,188:1,1
0:64,8:1,25:1,1:7,34:1,41:1,52:1,57:1,63:1,2:0,3:2179,103:1,188:1,1
0:43,7:1,15:1,1:10,30:1,39:1,54:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:47,9:1,15:1,1:10,30:1,44:1,53:1,57:1,62:1,2:0,3:0,101:1,174:1,1
0:34,8:1,17:1,1:9,35:1,44:1,54:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:33,8:1,23:1,1:13,35:1,48:1,55:1,60:1,62:1,2:0,3:0,103:1,195:1,1
0:21,8:1,17:1,1:9,35:1,41:1,56:1,57:1,63:1,2:0,3:0,98:1,188:1,1
0:52,7:1,17:1,1:9,30:1,39:1,54:1,57:1,63:1,2:0,3:0,108:1,188:1,0
0:48,8:1,17:1,1:9,34:1,41:1,52:1,57:1,63:1,2:0,3:0,109:1,188:1,1
0:23,8:1,23:1,1:13,35:1,40:1,54:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:71,10:1,15:1,1:10,32:1,37:1,53:1,61:1,63:1,2:0,3:1816,65:1,188:1,1
0:29,8:1,17:1,1:9,30:1,41:1,54:1,57:1,63:1,2:0,3:0,123:1,188:1,1
0:42,8:1,23:1,1:13,32:1,50:1,55:1,61:1,63:1,2:0,3:0,113:1,188:1,1
0:68,7:1,19:1,1:2,30:1,39:1,54:1,57:1,62:1,2:0,3:0,83:1,188:1,1
0:25,8:1,17:1,1:9,35:1,50:1,53:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:44,5:1,18:1,1:14,30:1,48:1,53:1,60:1,62:1,2:0,3:0,103:1,188:1,1
0:28,8:1,17:1,1:9,35:1,48:1,54:1,60:1,62:1,2:0,3:0,103:1,193:1,1
0:45,10:1,18:1,1:14,34:1,37:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,0
0:36,8:1,15:1,1:10,30:1,50:1,53:1,57:1,62:1,2:0,3:0,103:1,174:1,1
0:39,12:1,13:1,1:12,35:1,48:1,54:1,57:1,63:1,2:0,3:0,105:1,188:1,1
0:46,6:1,18:1,1:14,29:1,36:1,53:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:18,8:1,25:1,1:7,35:1,40:1,56:1,57:1,63:1,2:0,3:0,79:1,188:1,1
0:66,9:1,21:1,1:11,29:1,43:1,54:1,57:1,62:1,2:0,3:0,83:1,188:1,1
0:27,8:1,17:1,1:9,35:1,50:1,54:1,57:1,63:1,2:0,3:1980,103:1,188:1,1
0:28,6:1,17:1,1:9,34:1,36:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:51,8:1,15:1,1:10,34:1,37:1,52:1,57:1,63:1,2:0,3:1977,103:1,188:1,0
0:27,8:1,23:1,1:13,35:1,41:1,54:1,57:1,63:1,2:0,3:0,113:1,188:1,1
0:28,6:1,23:1,1:13,34:1,43:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,0
0:27,8:1,17:1,1:9,33:1,37:1,53:1,57:1,62:1,2:0,3:0,88:1,188:1,1
0:21,8:1,17:1,1:9,35:1,41:1,56:1,61:1,63:1,2:0,3:0,103:1,188:1,1
0:34,8:1,17:1,1:9,35:1,40:1,54:1,61:1,63:1,2:0,3:0,103:1,188:1,1
0:18,8:1,17:1,1:9,35:1,50:1,56:1,57:1,63:1,2:0,3:0,75:1,188:1,1
0:33,8:1,23:1,1:13,34:1,43:1,52:1,57:1,63:1,2:0,3:0,128:1,188:1,1
0:44,9:1,15:1,1:10,34:1,48:1,52:1,61:1,63:1,2:0,3:0,101:1,188:1,0
0:43,8:1,15:1,1:10,30:1,44:1,54:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:30,8:1,15:1,1:10,35:1,41:1,54:1,61:1,63:1,2:0,3:0,108:1,188:1,1
0:40,8:1,28:1,1:4,34:1,49:1,52:1,57:1,63:1,2:0,3:0,103:1,174:1,0
0:37,12:1,15:1,1:10,34:1,44:1,52:1,57:1,63:1,2:0,3:0,105:1,188:1,0
0:34,8:1,17:1,1:9,34:1,44:1,52:1,61:1,63:1,2:0,3:0,103:1,188:1,1
0:41,10:1,23:1,1:13,30:1,48:1,54:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:53,7:1,23:1,1:13,30:1,39:1,54:1,57:1,62:1,2:0,3:0,113:1,188:1,1
0:31,8:1,18:1,1:14,34:1,43:1,51:1,57:1,62:1,2:0,3:0,113:1,188:1,1
0:58,6:1,24:1,1:16,34:1,43:1,52:1,57:1,63:1,2:0,3:0,64:1,188:1,0
0:38,8:1,15:1,1:10,30:1,49:1,54:1,61:1,62:1,2:0,3:0,91:1,188:1,1
0:24,8:1,15:1,1:10,34:1,49:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:41,9:1,23:1,1:13,34:1,41:1,52:1,61:1,63:1,2:0,3:0,103:1,188:1,1
0:47,8:1,15:1,1:10,34:1,45:1,52:1,57:1,63:1,2:0,3:0,108:1,188:1,1
0:41,12:1,23:1,1:13,34:1,45:1,52:1,57:1,63:1,2:0,3:0,87:1,188:1,1
0:23,8:1,20:1,1:3,34:1,38:1,55:1,57:1,63:1,2:0,3:0,103:1,174:1,1
0:36,8:1,15:1,1:10,30:1,41:1,54:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:40,12:1,18:1,1:14,35:1,48:1,54:1,57:1,62:1,2:14084,3:0,118:1,188:1,0
0:35,8:1,18:1,1:14,34:1,43:1,55:1,57:1,63:1,2:7298,3:0,103:1,188:1,0
0:24,10:1,17:1,1:9,35:1,37:1,54:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:26,8:1,18:1,1:14,35:1,43:1,54:1,57:1,62:1,2:0,3:1876,103:1,188:1,1
0:19,7:1,17:1,1:9,35:1,39:1,56:1,57:1,63:1,2:0,3:0,103:1,186:1,1
0:51,8:1,23:1,1:13,34:1,48:1,52:1,57:1,63:1,2:0,3:0,113:1,188:1,0
0:42,9:1,15:1,1:10,35:1,43:1,54:1,57:1,62:1,2:0,3:1340,103:1,188:1,1
0:37,6:1,17:1,1:9,30:1,44:1,53:1,57:1,62:1,2:0,3:0,98:1,188:1,1
0:18,8:1,25:1,1:7,35:1,37:1,56:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:36,8:1,23:1,1:13,34:1,50:1,52:1,61:1,63:1,2:7298,3:0,99:1,188:1,0
0:35,8:1,17:1,1:9,30:1,41:1,54:1,57:1,63:1,2:0,3:0,123:1,188:1,1
0:58,5:1,17:1,1:9,34:1,37:1,51:1,57:1,62:1,2:15024,3:0,98:1,188:1,0
0:17,8:1,25:1,1:7,35:1,37:1,56:1,57:1,62:1,2:0,3:0,75:1,188:1,1
0:44,9:1,17:1,1:9,34:1,38:1,52:1,61:1,63:1,2:0,3:0,103:1,188:1,1
0:37,8:1,17:1,1:9,34:1,41:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,0
0:35,8:1,15:1,1:10,35:1,37:1,54:1,58:1,62:1,2:0,3:0,103:1,188:1,1
0:60,8:1,17:1,1:9,34:1,41:1,52:1,60:1,63:1,2:0,3:0,103:1,188:1,1
0:54,5:1,28:1,1:4,34:1,49:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,0
0:37,8:1,23:1,1:13,35:1,48:1,54:1,61:1,63:1,2:0,3:0,123:1,188:1,0
0:50,8:1,13:1,1:12,30:1,37:1,54:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:38,8:1,23:1,1:13,34:1,37:1,52:1,57:1,63:1,2:0,3:0,113:1,201:1,1
0:45,8:1,23:1,1:13,34:1,43:1,52:1,57:1,63:1,2:0,3:0,118:1,188:1,1
0:25,8:1,14:1,1:6,35:1,41:1,54:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:31,8:1,15:1,1:10,34:1,40:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:64,7:1,19:1,1:2,30:1,39:1,54:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:90,8:1,17:1,1:9,35:1,50:1,54:1,61:1,63:1,2:0,3:2206,103:1,188:1,1
0:54,8:1,17:1,1:9,34:1,44:1,52:1,61:1,63:1,2:0,3:0,83:1,188:1,1
0:53,9:1,27:1,1:1,35:1,49:1,54:1,57:1,62:1,2:0,3:0,98:1,188:1,1
0:18,8:1,17:1,1:9,35:1,37:1,56:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:60,7:1,14:1,1:6,30:1,39:1,54:1,58:1,62:1,2:0,3:0,73:1,188:1,1
0:66,10:1,17:1,1:9,34:1,47:1,52:1,57:1,63:1,2:1409,3:0,113:1,188:1,1
0:75,8:1,21:1,1:11,29:1,44:1,54:1,57:1,62:1,2:0,3:0,83:1,162:1,1
0:65,8:1,17:1,1:9,30:1,44:1,54:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:35,8:1,25:1,1:7,32:1,38:1,54:1,61:1,63:1,2:3674,3:0,103:1,188:1,1
0:41,8:1,17:1,1:9,30:1,37:1,53:1,61:1,62:1,2:0,3:0,101:1,188:1,1
0:25,8:1,15:1,1:10,35:1,44:1,54:1,57:1,63:1,2:0,3:0,105:1,188:1,1
0:33,8:1,15:1,1:10,30:1,41:1,55:1,59:1,62:1,2:0,3:0,103:1,188:1,1
0:28,8:1,16:1,1:15,35:1,43:1,54:1,57:1,63:1,2:0,3:0,118:1,188:1,0
0:59,6:1,17:1,1:9,34:1,50:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:40,6:1,15:1,1:10,35:1,44:1,54:1,57:1,62:1,2:0,3:0,101:1,188:1,1
0:41,8:1,23:1,1:13,34:1,48:1,52:1,57:1,63:1,2:0,3:0,113:1,164:1,0
0:38,9:1,18:1,1:14,34:1,48:1,52:1,57:1,63:1,2:0,3:0,133:1,188:1,0
0:23,8:1,17:1,1:9,35:1,38:1,56:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:40,8:1,23:1,1:13,34:1,43:1,52:1,57:1,63:1,2:0,3:0,103:1,188:1,0
0:41,10:1,17:1,1:9,34:1,50:1,51:1,57:1,62:1,2:0,3:0,83:1,188:1,1
0:24,6:1,13:1,1:12,34:1,36:1,52:1,57:1,63:1,2:0,3:0,113:1,188:1,1
0:20,7:1,15:1,1:10,35:1,39:1,56:1,57:1,63:1,2:0,3:0,83:1,188:1,1
0:38,8:1,15:1,1:10,30:1,41:1,54:1,57:1,63:1,2:0,3:1741,103:1,188:1,1
0:56,8:1,17:1,1:9,34:1,44:1,52:1,57:1,63:1,2:0,3:0,98:1,171:1,1
0:58,8:1,17:1,1:9,34:1,44:1,52:1,57:1,63:1,2:0,3:0,108:1,188:1,0
0:32,8:1,17:1,1:9,35:1,50:1,54:1,57:1,62:1,2:0,3:0,97:1,188:1,1
0:40,8:1,13:1,1:12,34:1,45:1,52:1,57:1,63:1,2:0,3:1977,123:1,188:1,0
0:45,8:1,17:1,1:9,34:1,44:1,52:1,57:1,63:1,2:0,3:0,103:1,171:1,1
0:41,8:1,16:1,1:15,34:1,43:1,51:1,57:1,62:1,2:0,3:0,103:1,188:1,0
0:42,8:1,23:1,1:13,34:1,44:1,51:1,61:1,62:1,2:0,3:0,103:1,188:1,1
0:59,9:1,14:1,1:6,29:1,50:1,53:1,61:1,62:1,2:0,3:0,93:1,188:1,1
0:19,9:1,15:1,1:10,35:1,44:1,56:1,57:1,63:1,2:0,3:0,103:1,188:1,1
0:58,8:1,15:1,1:10,35:1,38:1,54:1,57:1,63:1,2:0,3:0,83:1,188:1,1
0:42,10:1,17:1,1:9,34:1,47:1,52:1,60:1,63:1,2:0,3:0,103:1,167:1,0
0:20,8:1,17:1,1:9,35:1,50:1,56:1,57:1,62:1,2:0,3:0,103:1,188:1,1
0:32,8:1,17:1,1:9,32:1,50:1,54:1,57:1,62:1,2:0,3:0,93:1,188:1,1
